"title","date","body"
"honduras, talk, israel, jerusalem, embassy","January 2, 2019","brasilia, honduras, hold, talk, israel, join, united, state, aim, embassy, jerusalem, country, small, central, nation, look, follow, president, trump, moveus, secretary, state, michael, pompeo, israeli, prime, minister, benjamin, netanyahu, honduran, president, juan, orlando, hernandez, held, meeting, brazilian, capital, sideline, rightwing, brazilian, president, jair, agree, hold, meeting, capital, country, advance, decision, process, embassy, jerusalem, well, strengthen, political, relation, coordinate, honduras, country, joint, hernandez, late, leader, consider, follow, trump, decision, move, embassy, tel, aviv, contest, city, jerusalem, infuriate, draw, told, reporter, trilateral, talk, important, political, repeatedly, threaten, cut, aid, honduras, poor, nation, less, people, caravan, migrant, cross, mexico, head, another, country, seek, close, tie, quickly, join, trumps, decision, move, embassy, jerusalem, day, office, paraguay, also, follow, government, bolsonaro, tell, question, brazil, would, move, embassy, israel, tel, aviv, mary, milliken, brasilia, gustavo, palencia, write, michael, oboyle, edit, simon"
"bengal, interview, fire, broncos, coach, joseph","January 2, 2019","vance, joseph, candidate, head, coach, gig, cincinnati, bengalsnfl, network, report, joseph, heard, bengal, work, defensive, assistant, marvin, lewis, almost, fire, denver, broncos, joseph, first, candidate, speak, team, brass, look, coach, first, year, lewis, let, go, spent, season, head, coach, bronco, first, positionhe, schedule, spend, bengal, owner, mike, brown, joseph, know, brown, cincinnati, bengal, also, set, formal, interview, chief, offensive, eric, bieniemy, patriot, offensive, josh, mcdaniels, per, level, mediaour"
"india, jet, airways, default, debt, payment, bank","January 2, 2019","debtladen, jet, airways, delay, payment, consortium, indian, bank, lead, state, bank, india, airline, late, tuesdaythe, payment, interest, principal, instalment, delay, due, temporary, cash, flow, mismatch, company, talk, consortium, deadline, payment, jet, saidherein, yearold, airline, face, financial, owes, money, pilot, lessor, vendor, intense, price, weak, rupee, rise, fuel, cost, weigh, indian, airline, jet, etihad, airway, talk, banker, rescue, deal, involve, abu, dhabibased, airline, increase, stake, tanvi, mehta, bengaluru, edit, sherry"
"italian, yr, yield, hit, low, lawmaker, endorse, budget, deal","January 2, 2019","london, italy, borrowing, cost, hit, low, market, reopen, first, italian, lawmaker, pass, budget, late, yield, italys, government, bond, dip, much, basis, point, early, european, trade, percent, low, sept, bond, yield, spread, tighten, basis, pointssign, abhinav, ramnarayan, edit, tom, finnour, topicsus, license"
"south, korean, seek, nippon, steel, asset, seizure, force, labour, case","January 2, 2019","seoul, south, korean, plaintiff, world, war, force, labour, court, case, japan, nippon, steel, sumitomo, metal, corp, apply, seize, nippon, steel, korean, asset, lawyer, asset, seizure, approve, court, could, strain, south, korea, already, frosty, bilateral, relation, japan, issuejapan, denounce, south, korean, supreme, court, rule, nippon, steel, pay, south, korean, compensate, suffer, force, labour, warthe, japanese, government, wartime, dealt, treaty, normalised, tie, south, korean, plaintiff, apply, district, court, seizure, nippon, steel, share, koreabased, joint, venture, steelmaker, poscowe, express, strong, regret, nippon, steel, careless, inhumane, attitude, show, carry, rule, plaintiff, fought, remedy, violation, year, lawyer, steel, own, percent, stake, steel, rhf, joint, venture, know, pnr, share, worth, south, korean, newspaper, chosun, ilbo, report, earlier, lawyer, much, plaintiff, seek, seizurea, daegu, district, court, confirm, asset, seizure, call, nippon, steel, office, go, unanswered, holiday, business, steel, call, extremely, ruling, would, review, decision, carefully, stepsposco, declined, korean, plaintiff, similar, case, koreas, top, court, mitsubishi, heavy, industry, also, apply, seizure, company, asset, patent, country, south, korean, newspaper, joongang, ilbo, report, cite, unnamed, heavy, main, number, go, unanswered, automatic, voice, message, companys, office, close, th, joyce, lee, additional, reporting, mari, saito, tokyo, jane, chung, seoul, edit, simon"
"weinstein, ae, reach, deal, project, runway, dispute","January 2, 2019","weinstein, settle, fight, ae, television, network, llc, project, runway, television, show, agree, deal, end, early, wake, explosive, sexual, misconduct, bankrupt, film, studio, cofounder, harvey, weinstein, produce, project, runway, ae, joint, venture, disneyabc, television, group, hearst, carry, season, weinstein, scandal, break, last, yearto, read, full, story, westlaw, insight, click, uphereour"
"big, bash, league, scoreboard","January 2, 2019","opta, scoreboard, close, play, match, brisbane, heat, sydney, sixer, carrara, australia, sydney, sixer, win, wicket, brisbane, heat, st, inning, max, bryant, sean, abbott, tom, curran, sam, heazlett, ben, dwarshuis, chris, lynn, lbw, tom, curran, brendon, mccullum, steve, okeefe, sean, abbott, burn, cb, steve, okeefe, ben, cut, denly, jimmy, peirson, jordan, silk, tom, curran, james, pattinson, extras, lb, nb, pen, total, over, fall, wicket, heazlett, bryant, mccullum, burn, cut, lynn, peirson, bat, lalor, swepson, ur, rahman, bowl, ov, md, rn, wk, econ, ex, ben, manenti, steve, okeefe, ben, dwarshuis, tom, curran, sean, abbott, denly, sydney, sixer, st, inning, denly, jimmy, peirson, josh, lalor, justin, avendano, run, ben, cut, moises, henriques, max, bryant, ben, cut, daniel, hughes, st, jimmy, peirson, mitchell, swepson, jordan, silk, jimmy, peirson, josh, lalor, josh, philippe, tom, curran, extra, lb, nb, pen, total, over, fall, wicket, denly, avendano, hughes, henriques, silk, bat, abbott, okeefe, dwarshuis, manenti, bowl, ov, md, rn, wk, econ, ex, josh, lalor, mujeeb, ur, rahman, james, pattinson, ben, cut, mitchell, swepson, umpire, phillip, gillespie, umpire, donovan, koch, video, geoffrey, joshua, match, referee, robert, parryour"
"yen, soar, growth, concern, dampen, appetite","January 2, 2019","summaryyen, asian, start, back, world, fx, rate, safehaven, currency, japanese, yen, rise, dollar, caution, prevail, first, trading, amid, grow, concern, government, shutdown, global, growthin, quiet, start, major, currency, little, change, yen, rally, sevenmonth, high, versus, dollarthe, yen, tend, benefit, financial, stress, straight, week, best, perform, major, currency, last, day, alone, gain, percentthe, yen, benefit, building, global, slowdown, concern, might, well, get, pronounce, ulrich, leuchtmann, currency, strategist, stock, market, also, boost, safehaven, appeal, yen, cboe, volatility, index, widely, follow, barometer, expect, nearterm, volatility, stock, nearly, double, start, japanese, central, bank, make, monetary, policy, less, would, continue, strengthen, dollar, fell, percent, yen, dollar, index, little, change, euro, weaken, percent, dollar, trader, expect, single, currency, remain, pressure, growth, inflation, eurozone, remain, european, central, bank, euro, lose, percent, value, dollar, spain, sector, grow, slow, pace, survey, show, easing, growth, output, work, report, vatsal, srivastava, edit, larry, kingour"
"somalia, order, top, un, official, leave","January 2, 2019","mogadishu, somalia, kick, countrys, top, united, nation, official, decision, likely, harm, relation, foreign, power, back, government, attempt, restore, stability, decade, turmoilthe, government, accuse, nicholas, haysom, special, un, antonio, guterres, internal, affairsthe, united, nation, major, backer, somalia, country, lack, strong, central, government, decision, haysom, could, intensify, mogadishu, raise, question, letter, somali, security, force, arrest, former, militant, islamist, al, shabaab, group, block, run, recent, regional, require, cannot, work, country, foreign, affair, ministry, openly, breach, conduct, un, office, somalia, statement, late, make, south, african, persona, non, gratathe, united, nation, look, matter, un, spokesman, farhan, haq, tell, reporter, york, try, get, various, detail, go, see, base, step, need, haq, saidhe, haysom, due, brief, un, security, council, previously, schedule, un, mission, somalia, also, support, african, union, force, fight, al, shabaab, haysom, also, due, meet, letter, somalias, interior, security, minister, express, concern, handle, arrest, former, shabaab, leader, mukhtar, robow, subsequent, unrest, last, monthat, least, civilian, kill, people, detain, child, protest, erupt, robows, arrest, southern, city, baidoa, accord, un, letterthe, government, robow, arrest, suspicion, bring, militant, weapon, back, baidoa, capital, south, west, region, try, contest, president, last, month, arrest, spark, clash, militiaman, loyal, robow, somali, force, ethiopian, security, force, part, african, union, force, also, involvedal, shabaab, seek, decade, topple, central, government, implement, strict, version, islamic, law, drive, capital, maintains, foothold, region, include, south, westrobow, renounce, violence, recognize, federal, authority, letter, haysom, ask, minister, explain, legal, basis, robows, arrest, also, ask, action, take, death, baidoa, follow, arrestthe, un, letter, also, contain, annexed, letter, european, union, germany, britain, announce, suspension, support, police, south, west, state, due, conduct, last, month, also, detail, un, support, somali, police, force, south, west, regional, police, include, payment, stipend, maggie, fick, additional, reporting, michelle, nichols, united, nation, edit, matthew, mpoke, bigg, james"
"shapoorji, pallonji, hire, icici, security, ipo, solar, business, mint","January 2, 2019","source, link, bitlybszug, note, verify, story, vouch"
"allows, consular, access, suspect, spy, ria","January 2, 2019","moscow, allow, consular, access, detain, citizen, paul, whelan, suspect, espionage, ria, agency, cite, foreign, ministry, spokesman, fsb, state, security, service, detain, whelan, criminal, case, soldatkin, edit, john"
"qatar, airways, acquire, percent, southern, airline","January 2, 2019","qatar, airway, acquire, percent, stake, southern, airline, stateowned, gulf, carrier, move, gain, access, mainland, airway, also, own, percent, stake, british, airline, group, percent, south, americas, latam, airline, group, sa, percent, italy, meridiana, percent, stake, hong, kongs, cathay, pacific, qatar, flagship, airline, sought, partner, rout, block, last, fly, lucrative, market, saudi, arabia, united, arab, emirate, impose, arabia, uae, bahrain, egypt, impose, political, economic, boycott, qatar, accuse, support, terrorism, doha, southern, separate, statement, qatar, airway, consider, increase, stake, airline, next, month, qatar, previous, investment, airway, second, foreign, carrier, stake, southern, airline, carrier, leave, skyteam, airline, alliance, start, yearthere, work, together, build, long, term, way, would, bring, benefit, customer, airline, qatar, airway, chief, executive, akbar, director, asia, transport, uob, kay, hian, give, southern, big, competitor, cathay, pacific, great, deal, could, strengthen, southerns, position, hongkong, carrier, expensewhy, qatar, seem, course, gain, access, market, secondly, probably, hedge, bet, give, almost, percent, cathay, asma, alsharif, saeed, azhar, dubai, stella, qiu, beijing, edit, louise, heavensour"
"san, bernardino, shoot, lawsuit, facebook, google, twitter, dismiss","January 2, 2019","federal, judge, dismiss, lawsuit, seek, hold, facebook, google, twitter, liable, victim, mass, shoot, san, bernardino, california, let, islamic, state, flourish, social, medium, decision, late, magistrate, judge, laurel, beeler, san, francisco, attack, kill, people, injured, others, direct, result, company, allege, provide, resource, islamic, statea, contrary, conclusion, pose, boundless, litigation, risk, tenable, give, service, modern, economic, social, life, judge, also, find, liability, aid, abet, terrorism, justice, sponsor, terrorism, act, jasta, find, company, generally, aware, islamic, state, use, plaintiff, include, victim, relative, victim, attack, government, build, syed, farook, usborn, son, pakistani, immigrant, wife, tashfeen, malik, native, couple, inspired, islamist, militant, die, soon, attack, police, shootout, islamic, state, farook, malik, dismiss, lawsuit, prejudice, mean, cannot, file, cite, court, rejection, similar, claim, law, give, internet, company, broad, immunity, liability, content, post, userskeith, altman, lawyer, plaintiff, decision, surprise, issue, include, impact, jasta, direct, liability, address, appellate, google, twitter, respond, request, comment, google, unit, alphabet, incaltman, plan, ask, federal, appeal, court, cincinnati, revive, similar, lawsuit, company, shoot, pulse, nightclub, orlando, florida, kill, peoplethe, shooter, yorkborn, omar, mateen, later, kill, police, pledge, allegiance, islamic, state, leaderthe, case, clayborn, et, al, twitter, inc, et, al, district, court, northern, district, california, megalla, et, al, twitter, et, al, court, reporting, jonathan, stempel, york, edit, david"
"press, digest, york, time, business","January 2, 2019","follow, top, story, york, time, business, page, verify, story, vouch, accuracy, mitt, romney, incoming, senator, utah, former, republican, nominee, revive, rivalry, president, oped, essay, washington, post, rise, mantle, office, netflix, inc, block, episode, show, patriot, act, hasan, minhaj, stream, saudi, arabia, saudi, government, complain, episode, critical, crown, prince, mohammed, bin, salman, violate, cyber, crime, law, border, officer, send, tear, gas, mexico, early, drive, away, migrant, try, cross, border, united, state, custom, border, protection, agency, statement, nytimsfmcv, sault, ste, marie, tribe, chippewa, indian, michigans, upper, peninsula, united, state, government, shutdown, come, price, tag, every, federal, money, arrive, keep, health, clinic, staff, food, pantry, shelve, full, employee, pay, nytimsfkeq, minute, scientist, engineer, johns, hopkins, apply, physic, laboratory, celebrate, moment, nasas, horizon, spacecraft, make, close, approach, small, icy, world, nickname, ultima, thule, encounter, distant, object, ever, visit, bengaluru"
"wta, auckland, womens, single, seed, progress","January 2, 2019","opta, seed, progress, wta, auckland, womens, single, match, seed, seed, rslt, opponent, score, caroline, wozniacki, den, st, play, laura, siegemund, ger, start, julia, goerges, ger, nd, play, mona, barthel, ger, start, st, johanna, larsson, swe, suwei, hsieh, tpe, nd, play, monica, puig, pur, start, st, polona, hercog, slo, petra, martic, cro, st, lose, sofia, kenin, barbora, strycova, cze, nd, play, amanda, anisimova, start, st, taylor, townsend, venus, williams, nd, play, lauren, davis, start, st, victoria, azarenka, blr, kirsten, flipkens, bel, nd, lose, sara, sorribes, tormo, esp, st, sachia, vickery, alison, van, uytvanck, bel, st, lose, bibiane, schoofs, ned, retired, note, time, gmtour"
"never, yield, core, national, interest, people, daily","January 2, 2019","shanghai, yield, issue, deem, core, national, interest, commentary, rule, communist, party, official, newspaper, chinas, president, call, united, statesin, matter, relate, core, national, interest, give, give, never, give, people, daily, commentary, president, xi, jinping, president, send, message, mark, th, diplomatic, relation, united, state, face, key, deadline, talk, end, damage, trade, war, talk, deal, regardless, sinous, relation, chinas, strategic, choice, deepen, reform, unswerving, committed, thing, commentary, andrew, galbraith, editing, paul, taitour"
"gm, sell, electric, vehicle, trigger, taxcredit, phaseout, source","January 2, 2019","washington, general, motor, cohit, total, electric, vehicle, sell, united, state, end, reach, threshold, trigger, phaseout, federal, tax, credit, next, month, person, brief, matter, large, automaker, reach, figure, fourth, quarter, mean, credit, fall, drop, month, credit, completely, disappear, figure, cover, gms, cumulative, ev, sale, tax, credit, aim, defray, cost, electric, vehicle, expensive, similarly, size, internal, combustion, engine, vehicle, congress, set, phaseout, threshold, vehicle, per, previously, expect, reach, sale, figure, end, decline, comment, ahead, release, quarterly, sale, result, thursdaygm, tesla, inc, hit, figure, lobby, congress, lift, cap, extend, exist, tax, credit, tesla, ev, tax, credit, fell, tesla, cut, price, evs, partially, offset, low, tax, creditin, gm, chief, executive, mary, barra, call, congress, expand, consumer, tax, credit, electric, vehicle, company, boost, production, ev, bolt, response, consumer, demand, repeat, request, last, visit, capitol, hillgm, doubling, resource, allocate, develop, electric, vehicle, part, include, end, production, north, plant, gm, also, announce, would, halt, production, plugin, hybrid, chevrolet, volt, marchin, report, taxpayer, claim, ev, tax, credit, congress, estimate, cost, ev, tax, credit, fiscal, david, shepardson, edit, bernadette, baumour"
